"PLAYER","DATE","REASON","GAME_SALARY","attendance","SGV","PERCENTAGE_MIN_prior","PLAYED_RECENT_GAMES_72h_prior","AVG_TRAVEL_MILES_prior","total_miles_prior","total_minutes_prior","played_games_prior","games_prior","FGM_prior_sum","FGA_prior_sum","FG3M_prior_sum","FG3A_prior_sum","FTM_prior_sum","FTA_prior_sum","PF_prior_sum","PTS_prior_sum","STL_prior_sum","BLK_prior_sum","TO_prior_sum","OREB_prior_sum","DREB_prior_sum","AST_prior_sum","BLKA_prior_sum","PFD_prior_sum","POSS_prior_sum","SCREEN_ASSISTS_prior_sum","DEFLECTIONS_prior_sum","CHARGES_DRAWN_prior_sum","CONTESTED_SHOTS_2PT_prior_sum","CONTESTED_SHOTS_3PT_prior_sum","OFF_BOXOUTS_prior_sum","DEF_BOXOUTS_prior_sum","OFF_LOOSE_BALLS_RECOVERED_prior_sum","DEF_LOOSE_BALLS_RECOVERED_prior_sum","D_FGM_prior_sum","D_FGA_prior_sum","DRIVES_prior_sum","DIST_MILES_OFF_prior_sum","DIST_MILES_DEF_prior_sum","TOUCHES_prior_sum","PASSES_MADE_prior_sum","PASSES_RECEIVED_prior_sum","SECONDARY_AST_prior_sum","POTENTIAL_AST_prior_sum","FT_AST_prior_sum","OREB_CONTEST_prior_sum","OREB_CHANCES_prior_sum","DREB_CONTEST_prior_sum","DREB_CHANCES_prior_sum","prior_injury_episodes","prior_missed_games"
"Khris Middleton",2023-04-07,"Right Knee Soreness",463222.87804878,18010,18685329.48,0.505545033670034,1.54545454545455,738.127028238413,18453.1757059603,800.783333333333,33,80,177,406,51,162,92,102,68,497,23,5,71,28,112,163,19,86,1768,2,43,3,51,54,1,6,15,5,137,311,211,31.6,27,1609,1022,1177,17,267,16,12,70,14,186,10,46
"Khris Middleton",2023-04-09,"Right Knee Soreness",463222.87804878,19800,15835269.48,0.505545033670034,1.54545454545455,738.127028238413,18453.1757059603,800.783333333333,33,81,177,406,51,162,92,102,68,497,23,5,71,28,112,163,19,86,1768,2,43,3,51,54,1,6,15,5,137,311,211,31.6,27,1609,1022,1177,17,267,16,12,70,14,186,10,47
"Killian Hayes",2023-01-23,"Left Shoulder Contusion",72071.1111111111,18011,9291900.005,0.554916351010101,1.81818181818182,664.475201619559,19269.7808469672,1171.98333333333,44,47,176,444,53,158,34,42,124,439,55,16,84,17,108,252,18,62,2452,7,125,7,112,88,0,13,7,19,257,500,347,46.4,39.7,2577,1956,2079,11,434,18,5,42,20,184,0,0
"Killian Hayes",2023-03-06,"Left Hand Contusion",72071.1111111111,16989,4974367.886,0.558292137476459,1.77966101694915,624.625666251133,26234.2779825476,1581.08333333333,59,63,223,594,68,222,50,63,172,564,79,21,117,19,142,345,23,85,3314,8,165,7,157,117,0,16,11,23,345,681,472,62.6,53.2,3482,2629,2824,13,574,25,5,51,25,250,1,1
"Killian Hayes",2023-03-07,"Left Hand Contusion",72071.1111111111,17855,6387202.441,0.558292137476459,1.77966101694915,624.625666251133,26234.2779825476,1581.08333333333,59,64,223,594,68,222,50,63,172,564,79,21,117,19,142,345,23,85,3314,8,165,7,157,117,0,16,11,23,345,681,472,62.6,53.2,3482,2629,2824,13,574,25,5,51,25,250,1,2
"Klay Thompson",2022-10-30,"Right Achilles Management",501235.555555556,20190,6602722.295,0.519618055555556,1.66666666666667,1200.1260777805,3600.3782333415,149.65,6,6,27,78,14,49,6,7,9,74,1,1,8,1,15,15,2,6,338,0,5,0,9,6,0,0,0,0,19,47,19,5.9,5.4,196,102,166,3,18,1,0,1,2,22,0,0
"Klay Thompson",2022-11-04,"Right Achilles Injury Management",501235.555555556,18451,5174094.72,0.558072916666667,1.625,992.217137773043,4961.08568886521,214.3,8,9,44,121,25,76,7,8,12,120,3,2,12,2,21,20,4,7,477,2,8,0,12,9,0,1,0,2,31,67,26,8.4,7.7,297,152,247,3,25,1,1,3,3,33,1,1
"Klay Thompson",2022-11-14,"Right Achilles Injury Management",501235.555555556,18064,5506803.794,0.595012626262626,1.54545454545455,993.739053635784,6956.17337545049,314.166666666667,11,13,59,168,35,106,9,12,19,162,6,5,18,3,34,27,5,9,698,3,14,0,23,14,0,1,1,2,44,99,40,12.5,11.4,434,233,349,7,36,2,1,7,6,50,2,2
"Klay Thompson",2022-11-21,"Right Achilles Injury Management",501235.555555556,18589,11268844.85,0.611135912698413,1.57142857142857,990.189440523703,9901.89440523703,410.683333333333,14,17,87,224,52,138,16,20,27,242,8,5,24,6,43,34,7,14,908,4,19,0,30,21,0,1,1,2,54,128,54,16.3,14.8,573,300,469,10,47,4,1,14,9,64,3,3
"Klay Thompson",2022-12-03,"Right Achilles Injury Management",501235.555555556,18064,11719429.82,0.625913742690059,1.57894736842105,1124.70347738542,15745.8486833959,570.833333333333,19,23,118,293,70,184,26,31,34,332,12,6,32,8,61,45,8,22,1256,7,24,0,39,26,0,1,1,4,84,172,79,22.9,20.2,795,437,646,12,67,6,1,19,12,92,4,4
"Klay Thompson",2022-12-14,"Right Achilles Injury Management",501235.555555556,15069,5347142.824,0.639492753623188,1.52173913043478,1104.64855246201,18779.0253918541,706,23,28,155,383,88,229,32,37,43,430,15,11,36,13,66,56,11,26,1552,7,32,0,47,35,0,2,2,4,92,204,106,28.5,24.8,975,519,799,14,86,7,2,28,12,104,5,5
"Klay Thompson",2022-12-21,"Right Achilles Injury Management",501235.555555556,18026,22856365.66,0.642601495726496,1.53846153846154,1001.99690352126,20039.9380704251,801.966666666667,26,32,170,426,95,251,35,40,50,470,19,12,46,13,80,62,11,31,1753,8,38,0,57,37,0,2,2,5,107,234,122,32.3,28,1110,596,909,14,96,7,2,30,16,126,6,6
"Klay Thompson",2022-12-28,"Right Achilles Injury Management",501235.555555556,18064,5595383.794,0.654985119047619,1.53571428571429,1076.55335598246,22607.6204756318,880.3,28,35,188,473,103,275,44,50,54,523,19,13,49,17,90,70,14,36,1930,9,40,0,60,37,1,2,2,5,112,254,137,35.6,30.6,1232,666,1008,15,111,7,5,35,17,143,7,7
"Klay Thompson",2023-01-07,"Right Achilles Injury Management",501235.555555556,18064,6222403.794,0.669948476702509,1.51612903225806,1076.55335598246,22607.6204756318,996.883333333333,31,39,231,557,123,321,53,59,62,638,19,15,52,20,101,78,16,41,2175,13,42,0,70,43,1,2,2,5,131,293,167,40.4,34.3,1410,750,1168,17,131,8,6,39,17,158,8,8
"Klay Thompson",2023-01-16,"Right Achilles Injury Management",501235.555555556,20476,7312176.778,0.672138047138047,1.48484848484848,1075.35198331421,23657.7436329125,1064.66666666667,33,42,250,602,137,350,56,63,65,693,20,15,56,25,105,82,17,44,2327,13,44,0,76,47,2,2,3,5,142,315,176,43.3,36.7,1523,809,1257,17,138,8,8,47,17,172,9,9
"Klay Thompson",2023-01-20,"Right Achilles Injury Management",501235.555555556,19432,10745928.68,0.674458741830065,1.47058823529412,1045.71958570148,24051.5504711341,1100.71666666667,34,44,258,618,141,358,60,67,71,717,22,16,59,25,107,83,17,46,2405,13,44,0,80,48,2,2,3,6,147,328,176,44.7,37.9,1565,830,1290,17,141,8,8,47,17,176,10,10
"Klay Thompson",2023-02-02,"Right Achilles Tendon Injury Management",501235.555555556,19555,10998673.16,0.685763888888889,1.46153846153846,1088.21238918622,28293.5221188418,1283.75,39,50,295,716,160,410,72,80,82,822,26,16,66,29,129,91,20,53,2810,15,55,0,96,58,2,4,3,10,177,383,205,52.2,44.2,1849,995,1520,25,160,11,9,59,23,207,11,11
"Klay Thompson",2023-04-04,"Low Back Soreness",501235.555555556,18064,9796439.822,0.694470749158249,1.62121212121212,964.34041934052,40502.2976123018,2200.08333333333,66,78,521,1209,288,709,114,130,124,1444,49,27,117,39,237,156,32,90,4761,23,96,0,159,108,4,7,7,17,309,651,380,89.5,73.8,3165,1704,2589,42,282,14,14,98,41,391,12,12
"Kristaps Porzingis",2022-11-10,"Left Groin Strain",412602.43902439,18320,12145055.16,0.642140151515151,1.81818181818182,390.676814504689,3906.76814504689,339.05,11,11,73,153,19,57,46,56,39,211,7,14,20,25,65,27,5,53,683,36,14,0,109,28,1,12,2,4,80,181,25,12.1,10.7,595,390,393,3,47,1,19,48,26,108,0,0
"Kristaps Porzingis",2022-12-14,"Low Back Tightness",412602.43902439,19550,11022299.97,0.67704475308642,1.77777777777778,463.358557218868,8803.81258715849,877.45,27,28,203,422,51,148,152,189,84,609,23,42,59,54,185,70,17,170,1816,76,31,0,256,74,4,27,7,9,211,477,83,32.6,28,1628,1052,1099,12,128,3,38,117,57,289,1,1
"Kristaps Porzingis",2023-01-11,"Right Rib Contusion",412602.43902439,17032,7990301.323,0.682113363363363,1.7027027027027,625.028080018264,16250.7300804749,1211.43333333333,37,41,271,569,66,197,205,253,107,813,37,56,82,75,258,88,25,227,2518,107,46,0,319,102,6,35,8,11,287,659,117,45.4,38.7,2205,1420,1487,17,164,6,53,159,86,396,2,2
"Kristaps Porzingis",2023-01-24,"Sprained Left Ankle",412602.43902439,20077,12325390.22,0.68012364498645,1.65853658536585,595.061197842105,16661.7135395789,1338.48333333333,41,46,295,630,78,224,237,287,122,905,38,61,90,82,277,97,30,256,2777,118,50,0,345,109,7,41,10,12,310,721,135,50.2,42.6,2444,1575,1654,19,180,6,59,174,92,436,3,3
"Kristaps Porzingis",2023-01-25,"Sprained Left Ankle",412602.43902439,15302,6854247.491,0.68012364498645,1.65853658536585,595.061197842105,16661.7135395789,1338.48333333333,41,47,295,630,78,224,237,287,122,905,38,61,90,82,277,97,30,256,2777,118,50,0,345,109,7,41,10,12,310,721,135,50.2,42.6,2444,1575,1654,19,180,6,59,174,92,436,3,4
"Kristaps Porzingis",2023-01-28,"Sprained Left Ankle",412602.43902439,17692,9726168.466,0.68012364498645,1.65853658536585,595.061197842105,16661.7135395789,1338.48333333333,41,48,295,630,78,224,237,287,122,905,38,61,90,82,277,97,30,256,2777,118,50,0,345,109,7,41,10,12,310,721,135,50.2,42.6,2444,1575,1654,19,180,6,59,174,92,436,3,5
"Kristaps Porzingis",2023-02-26,"Left Knee Soreness",412602.43902439,21106,8408448.752,0.679166666666667,1.64705882352941,674.568359175673,24284.4609303242,1662.6,51,59,377,774,105,279,303,358,156,1162,44,78,112,96,341,130,40,323,3446,147,58,0,434,135,8,49,12,13,392,898,163,62.7,52.4,3059,1995,2074,25,230,10,67,209,117,532,4,6
"Kristaps Porzingis",2023-02-28,"Left Knee Soreness",412602.43902439,17395,7082588.936,0.679166666666667,1.64705882352941,674.568359175673,24284.4609303242,1662.6,51,60,377,774,105,279,303,358,156,1162,44,78,112,96,341,130,40,323,3446,147,58,0,434,135,8,49,12,13,392,898,163,62.7,52.4,3059,1995,2074,25,230,10,67,209,117,532,4,7
"Kyle Anderson",2022-10-23,"Back Spasms",108401.086419753,15044,4126906.873,0.238368055555556,1.5,0,0,22.8833333333333,2,2,0,2,0,1,2,2,0,2,1,1,2,2,4,1,0,1,51,0,1,0,1,7,0,2,1,1,3,13,2,0.9,0.8,31,27,17,0,7,0,0,2,1,7,0,0
"Kyle Anderson",2022-10-24,"Back Spasms",108401.086419753,15347,9080042.231,0.238368055555556,1.5,0,0,22.8833333333333,2,3,0,2,0,1,2,2,0,2,1,1,2,2,4,1,0,1,51,0,1,0,1,7,0,2,1,1,3,13,2,0.9,0.8,31,27,17,0,7,0,0,2,1,7,0,1
"Kyle Anderson",2022-10-26,"Back Spasms",108401.086419753,16165,4558164.131,0.238368055555556,1.5,0,0,22.8833333333333,2,4,0,2,0,1,2,2,0,2,1,1,2,2,4,1,0,1,51,0,1,0,1,7,0,2,1,1,3,13,2,0.9,0.8,31,27,17,0,7,0,0,2,1,7,0,2
"Kyle Anderson",2022-10-28,"Back Spasms",108401.086419753,17136,14042211.71,0.238368055555556,1.5,0,0,22.8833333333333,2,5,0,2,0,1,2,2,0,2,1,1,2,2,4,1,0,1,51,0,1,0,1,7,0,2,1,1,3,13,2,0.9,0.8,31,27,17,0,7,0,0,2,1,7,0,3
"Kyle Anderson",2022-11-21,"Back Spasms",108401.086419753,16583,5262496.837,0.407609953703704,1.58333333333333,904.27944671339,6329.95612699373,234.783333333333,12,16,27,52,6,14,15,18,14,75,12,7,11,6,32,33,1,21,498,12,26,0,22,35,1,6,3,2,53,107,35,9.4,8.5,397,314,234,1,55,1,1,19,6,54,1,4
"Kyle Anderson",2022-12-19,"Back Spasms",108401.086419753,16627,6587582.911,0.506319444444444,1.68,846.96220613075,14398.3575042227,607.583333333333,25,30,66,138,10,29,40,50,47,182,28,20,36,13,93,85,4,49,1307,23,67,0,62,57,2,13,4,6,108,246,132,23.3,21.7,1018,793,634,8,143,7,5,41,25,150,2,5
"Kyle Anderson",2022-12-21,"Back Spasms",108401.086419753,16164,6540061.493,0.506319444444444,1.68,846.96220613075,14398.3575042227,607.583333333333,25,31,66,138,10,29,40,50,47,182,28,20,36,13,93,85,4,49,1307,23,67,0,62,57,2,13,4,6,108,246,132,23.3,21.7,1018,793,634,8,143,7,5,41,25,150,2,6
"Kyle Anderson",2022-12-23,"Back Spasms",108401.086419753,19156,11007640.58,0.506319444444444,1.68,846.96220613075,14398.3575042227,607.583333333333,25,32,66,138,10,29,40,50,47,182,28,20,36,13,93,85,4,49,1307,23,67,0,62,57,2,13,4,6,108,246,132,23.3,21.7,1018,793,634,8,143,7,5,41,25,150,2,7
"Kyle Anderson",2022-12-26,"Back Spasms",108401.086419753,19911,5604076.278,0.506319444444444,1.68,846.96220613075,14398.3575042227,607.583333333333,25,33,66,138,10,29,40,50,47,182,28,20,36,13,93,85,4,49,1307,23,67,0,62,57,2,13,4,6,108,246,132,23.3,21.7,1018,793,634,8,143,7,5,41,25,150,2,8
"Kyle Anderson",2022-12-28,"Back Spasms",108401.086419753,18669,9048575.844,0.506319444444444,1.68,846.96220613075,14398.3575042227,607.583333333333,25,34,66,138,10,29,40,50,47,182,28,20,36,13,93,85,4,49,1307,23,67,0,62,57,2,13,4,6,108,246,132,23.3,21.7,1018,793,634,8,143,7,5,41,25,150,2,9
"Kyle Anderson",2023-02-07,"Back Spasms",108401.086419753,18307,10116850.87,0.546404320987654,1.77777777777778,809.148230607544,21037.8539957962,1180.23333333333,45,56,136,272,27,62,71,94,101,370,52,39,63,34,177,180,10,90,2510,29,117,1,116,98,4,25,8,13,201,450,268,45.5,40.8,2129,1702,1393,15,306,21,13,93,44,282,3,10
"Kyle Anderson",2023-02-08,"Back Spasms",108401.086419753,18206,4856228.397,0.546404320987654,1.77777777777778,809.148230607544,21037.8539957962,1180.23333333333,45,57,136,272,27,62,71,94,101,370,52,39,63,34,177,180,10,90,2510,29,117,1,116,98,4,25,8,13,201,450,268,45.5,40.8,2129,1702,1393,15,306,21,13,93,44,282,3,11
"Kyle Kuzma",2022-11-27,"Low Back Pain",158536.585365854,19156,11785510.58,0.720705409356725,1.73684210526316,430.1579783996,5161.8957407952,657.283333333334,19,19,145,316,42,140,53,72,47,385,7,8,50,18,135,63,15,52,1373,8,19,0,64,40,2,5,8,7,99,223,133,26.8,22.1,1169,748,778,8,119,4,8,56,36,193,0,0
"Kyle Kuzma",2023-02-06,"Left Ankle Sprain",158536.585365854,16744,10494177.59,0.727369281045752,1.68627450980392,592.107309253253,21907.9704423704,1780.6,51,52,411,907,126,380,136,190,121,1084,25,24,149,48,338,204,41,137,3748,25,52,3,162,105,3,15,15,16,276,626,473,72.6,58.4,3119,1901,2124,31,349,14,23,128,71,467,1,1
"Kyle Kuzma",2023-02-08,"Left Ankle Sprain",158536.585365854,16097,5592914.743,0.727369281045752,1.68627450980392,592.107309253253,21907.9704423704,1780.6,51,53,411,907,126,380,136,190,121,1084,25,24,149,48,338,204,41,137,3748,25,52,3,162,105,3,15,15,16,276,626,473,72.6,58.4,3119,1901,2124,31,349,14,23,128,71,467,1,2
"Kyle Kuzma",2023-02-11,"Left Ankle Sprain",158536.585365854,18387,5711835.885,0.727369281045752,1.68627450980392,592.107309253253,21907.9704423704,1780.6,51,54,411,907,126,380,136,190,121,1084,25,24,149,48,338,204,41,137,3748,25,52,3,162,105,3,15,15,16,276,626,473,72.6,58.4,3119,1901,2124,31,349,14,23,128,71,467,1,3
"Kyle Kuzma",2023-02-13,"Left Ankle Sprain",158536.585365854,18064,7064613.794,0.727369281045752,1.68627450980392,592.107309253253,21907.9704423704,1780.6,51,55,411,907,126,380,136,190,121,1084,25,24,149,48,338,204,41,137,3748,25,52,3,162,105,3,15,15,16,276,626,473,72.6,58.4,3119,1901,2124,31,349,14,23,128,71,467,1,4
"Kyle Kuzma",2023-03-05,"Right Knee Soreness",158536.585365854,18746,10047438.97,0.733973898467433,1.68965517241379,616.983996802104,26530.3118624905,2043.38333333333,58,63,467,1051,148,444,158,217,136,1240,29,27,173,53,372,220,51,160,4277,27,56,4,192,115,4,19,16,18,316,720,547,83,66.4,3505,2089,2397,34,381,14,26,143,77,524,2,5
"Kyle Kuzma",2023-03-14,"Right Knee Soreness",158536.585365854,15279,6122806.815,0.733344534050179,1.69354838709677,596.585124587122,27442.9157310076,2182.43333333333,62,68,497,1112,155,467,168,231,139,1317,34,28,186,55,399,235,55,171,4567,27,62,5,200,123,4,20,16,19,339,767,589,88.7,70.7,3699,2203,2534,37,401,16,27,152,85,558,3,6
"Kyle Kuzma",2023-03-21,"Right Ankle Sprain",158536.585365854,16096,6044552.105,0.728792317708333,1.6875,584.43157655775,28052.715674772,2238.85,64,71,512,1142,160,481,173,237,145,1357,36,29,190,55,408,239,59,176,4681,27,66,5,206,124,4,20,17,19,347,783,604,91,72.5,3795,2259,2600,37,408,17,27,159,85,568,4,7
"Kyle Kuzma",2023-03-22,"Right Ankle Sprain",158536.585365854,16508,10710075.01,0.728792317708333,1.6875,584.43157655775,28052.715674772,2238.85,64,72,512,1142,160,481,173,237,145,1357,36,29,190,55,408,239,59,176,4681,27,66,5,206,124,4,20,17,19,347,783,604,91,72.5,3795,2259,2600,37,408,17,27,159,85,568,4,8
"Kyle Kuzma",2023-03-24,"Right Ankle Sprain",158536.585365854,17004,5422147.457,0.728792317708333,1.6875,584.43157655775,28052.715674772,2238.85,64,73,512,1142,160,481,173,237,145,1357,36,29,190,55,408,239,59,176,4681,27,66,5,206,124,4,20,17,19,347,783,604,91,72.5,3795,2259,2600,37,408,17,27,159,85,568,4,9
"Kyle Kuzma",2023-03-26,"Right Ankle Sprain",158536.585365854,19800,12946583.45,0.728792317708333,1.6875,584.43157655775,28052.715674772,2238.85,64,74,512,1142,160,481,173,237,145,1357,36,29,190,55,408,239,59,176,4681,27,66,5,206,124,4,20,17,19,347,783,604,91,72.5,3795,2259,2600,37,408,17,27,159,85,568,4,10
"Kyle Kuzma",2023-03-28,"Right Ankle Sprain",158536.585365854,20476,11920992.81,0.728792317708333,1.6875,584.43157655775,28052.715674772,2238.85,64,75,512,1142,160,481,173,237,145,1357,36,29,190,55,408,239,59,176,4681,27,66,5,206,124,4,20,17,19,347,783,604,91,72.5,3795,2259,2600,37,408,17,27,159,85,568,4,11
"Kyle Kuzma",2023-03-31,"Right Ankle Sprain",158536.585365854,16411,6076883.092,0.728792317708333,1.6875,584.43157655775,28052.715674772,2238.85,64,76,512,1142,160,481,173,237,145,1357,36,29,190,55,408,239,59,176,4681,27,66,5,206,124,4,20,17,19,347,783,604,91,72.5,3795,2259,2600,37,408,17,27,159,85,568,4,12
"Kyle Kuzma",2023-04-02,"Right Ankle Sprain",158536.585365854,19812,16983231.14,0.728792317708333,1.6875,584.43157655775,28052.715674772,2238.85,64,77,512,1142,160,481,173,237,145,1357,36,29,190,55,408,239,59,176,4681,27,66,5,206,124,4,20,17,19,347,783,604,91,72.5,3795,2259,2600,37,408,17,27,159,85,568,4,13
"Kyle Kuzma",2023-04-04,"Right Ankle Sprain",158536.585365854,19098,10083567.57,0.728792317708333,1.6875,584.43157655775,28052.715674772,2238.85,64,78,512,1142,160,481,173,237,145,1357,36,29,190,55,408,239,59,176,4681,27,66,5,206,124,4,20,17,19,347,783,604,91,72.5,3795,2259,2600,37,408,17,27,159,85,568,4,14
"Kyle Kuzma",2023-04-05,"Right Ankle Sprain",158536.585365854,17727,7116664.77,0.728792317708333,1.6875,584.43157655775,28052.715674772,2238.85,64,79,512,1142,160,481,173,237,145,1357,36,29,190,55,408,239,59,176,4681,27,66,5,206,124,4,20,17,19,347,783,604,91,72.5,3795,2259,2600,37,408,17,27,159,85,568,4,15
"Kyle Kuzma",2023-04-07,"Right Ankle Sprain",158536.585365854,20476,6439936.778,0.728792317708333,1.6875,584.43157655775,28052.715674772,2238.85,64,80,512,1142,160,481,173,237,145,1357,36,29,190,55,408,239,59,176,4681,27,66,5,206,124,4,20,17,19,347,783,604,91,72.5,3795,2259,2600,37,408,17,27,159,85,568,4,16
"Kyle Kuzma",2023-04-09,"Right Ankle Sprain",158536.585365854,15233,6847165.465,0.728792317708333,1.6875,584.43157655775,28052.715674772,2238.85,64,81,512,1142,160,481,173,237,145,1357,36,29,190,55,408,239,59,176,4681,27,66,5,206,124,4,20,17,19,347,783,604,91,72.5,3795,2259,2600,37,408,17,27,159,85,568,4,17
"Kyle Lowry",2022-12-17,"Left Knee Soreness",345528.463414634,20160,10930279.23,0.751302083333334,1.75,1012.98442012641,17220.735142149,1009.75,28,30,119,297,67,190,88,103,80,393,32,15,68,21,111,166,15,98,2061,16,60,5,55,58,2,22,4,14,167,337,249,36.7,29.5,2352,1891,1835,17,372,23,8,75,16,238,0,0
"Kyle Lowry",2022-12-20,"Left Knee Soreness",345528.463414634,19969,7395369.285,0.751302083333334,1.75,1012.98442012641,17220.735142149,1009.75,28,31,119,297,67,190,88,103,80,393,32,15,68,21,111,166,15,98,2061,16,60,5,55,58,2,22,4,14,167,337,249,36.7,29.5,2352,1891,1835,17,372,23,8,75,16,238,0,1
"Kyle Lowry",2023-01-10,"Left Knee Discomfort",345528.463414634,19600,26553830.39,0.728472222222222,1.72222222222222,1010.7785619483,22237.1283628627,1258.8,36,41,149,374,79,235,94,109,105,471,40,17,75,28,132,202,20,109,2561,19,70,9,67,72,3,23,5,19,207,417,295,45.8,36.8,2848,2287,2206,19,440,24,9,93,22,288,1,2
"Kyle Lowry",2023-01-12,"Left Knee Discomfort",345528.463414634,19600,9238711.872,0.728472222222222,1.72222222222222,1010.7785619483,22237.1283628627,1258.8,36,42,149,374,79,235,94,109,105,471,40,17,75,28,132,202,20,109,2561,19,70,9,67,72,3,23,5,19,207,417,295,45.8,36.8,2848,2287,2206,19,440,24,9,93,22,288,1,3
"Kyle Lowry",2023-01-14,"Left Knee Discomfort",345528.463414634,19620,26561566.85,0.728472222222222,1.72222222222222,1010.7785619483,22237.1283628627,1258.8,36,43,149,374,79,235,94,109,105,471,40,17,75,28,132,202,20,109,2561,19,70,9,67,72,3,23,5,19,207,417,295,45.8,36.8,2848,2287,2206,19,440,24,9,93,22,288,1,4
"Kyle Lowry",2023-01-16,"Left Knee Discomfort",345528.463414634,18007,26390327.97,0.728472222222222,1.72222222222222,1010.7785619483,22237.1283628627,1258.8,36,44,149,374,79,235,94,109,105,471,40,17,75,28,132,202,20,109,2561,19,70,9,67,72,3,23,5,19,207,417,295,45.8,36.8,2848,2287,2206,19,440,24,9,93,22,288,1,5
"Kyle Lowry",2023-02-04,"Left Knee Soreness",345528.463414634,18008,13681148.12,0.693268623737374,1.72727272727273,918.231261163947,25710.4753125905,1464.18333333333,44,53,169,427,90,270,100,117,121,528,49,17,87,38,152,232,21,122,2968,23,82,11,73,79,3,24,6,22,245,492,315,53.4,43,3270,2635,2518,20,498,27,14,111,27,328,2,6
"Kyle Lowry",2023-02-08,"Left Knee Soreness",345528.463414634,19600,9545791.872,0.693268623737374,1.72727272727273,918.231261163947,25710.4753125905,1464.18333333333,44,54,169,427,90,270,100,117,121,528,49,17,87,38,152,232,21,122,2968,23,82,11,73,79,3,24,6,22,245,492,315,53.4,43,3270,2635,2518,20,498,27,14,111,27,328,2,7
"Kyle Lowry",2023-02-10,"Left Knee Soreness",345528.463414634,19600,11004841.87,0.693268623737374,1.72727272727273,918.231261163947,25710.4753125905,1464.18333333333,44,55,169,427,90,270,100,117,121,528,49,17,87,38,152,232,21,122,2968,23,82,11,73,79,3,24,6,22,245,492,315,53.4,43,3270,2635,2518,20,498,27,14,111,27,328,2,8
"Kyle Lowry",2023-02-11,"Left Knee Soreness",345528.463414634,18223,9972319.272,0.693268623737374,1.72727272727273,918.231261163947,25710.4753125905,1464.18333333333,44,56,169,427,90,270,100,117,121,528,49,17,87,38,152,232,21,122,2968,23,82,11,73,79,3,24,6,22,245,492,315,53.4,43,3270,2635,2518,20,498,27,14,111,27,328,2,9
"Kyle Lowry",2023-02-13,"Left Knee Soreness",345528.463414634,19755,20833382.88,0.693268623737374,1.72727272727273,918.231261163947,25710.4753125905,1464.18333333333,44,57,169,427,90,270,100,117,121,528,49,17,87,38,152,232,21,122,2968,23,82,11,73,79,3,24,6,22,245,492,315,53.4,43,3270,2635,2518,20,498,27,14,111,27,328,2,10
"Kyle Lowry",2023-02-15,"Left Knee Soreness",345528.463414634,17963,15897073.38,0.693268623737374,1.72727272727273,918.231261163947,25710.4753125905,1464.18333333333,44,58,169,427,90,270,100,117,121,528,49,17,87,38,152,232,21,122,2968,23,82,11,73,79,3,24,6,22,245,492,315,53.4,43,3270,2635,2518,20,498,27,14,111,27,328,2,11
"Kyle Lowry",2023-02-24,"Left Knee Soreness",345528.463414634,17676,26362038.48,0.693268623737374,1.72727272727273,918.231261163947,25710.4753125905,1464.18333333333,44,59,169,427,90,270,100,117,121,528,49,17,87,38,152,232,21,122,2968,23,82,11,73,79,3,24,6,22,245,492,315,53.4,43,3270,2635,2518,20,498,27,14,111,27,328,2,12
"Kyle Lowry",2023-02-25,"Left Knee Soreness",345528.463414634,19109,5005680.559,0.693268623737374,1.72727272727273,918.231261163947,25710.4753125905,1464.18333333333,44,60,169,427,90,270,100,117,121,528,49,17,87,38,152,232,21,122,2968,23,82,11,73,79,3,24,6,22,245,492,315,53.4,43,3270,2635,2518,20,498,27,14,111,27,328,2,13
"Kyle Lowry",2023-02-27,"Left Knee Soreness",345528.463414634,20859,17657279.26,0.693268623737374,1.72727272727273,918.231261163947,25710.4753125905,1464.18333333333,44,61,169,427,90,270,100,117,121,528,49,17,87,38,152,232,21,122,2968,23,82,11,73,79,3,24,6,22,245,492,315,53.4,43,3270,2635,2518,20,498,27,14,111,27,328,2,14
"Kyle Lowry",2023-03-01,"Left Knee Soreness",345528.463414634,19600,11447471.87,0.693268623737374,1.72727272727273,918.231261163947,25710.4753125905,1464.18333333333,44,62,169,427,90,270,100,117,121,528,49,17,87,38,152,232,21,122,2968,23,82,11,73,79,3,24,6,22,245,492,315,53.4,43,3270,2635,2518,20,498,27,14,111,27,328,2,15
"Kyle Lowry",2023-03-03,"Left Knee Soreness",345528.463414634,19600,16065091.87,0.693268623737374,1.72727272727273,918.231261163947,25710.4753125905,1464.18333333333,44,63,169,427,90,270,100,117,121,528,49,17,87,38,152,232,21,122,2968,23,82,11,73,79,3,24,6,22,245,492,315,53.4,43,3270,2635,2518,20,498,27,14,111,27,328,2,16
"Kyle Lowry",2023-03-04,"Left Knee Soreness",345528.463414634,19600,6412525.843,0.693268623737374,1.72727272727273,918.231261163947,25710.4753125905,1464.18333333333,44,64,169,427,90,270,100,117,121,528,49,17,87,38,152,232,21,122,2968,23,82,11,73,79,3,24,6,22,245,492,315,53.4,43,3270,2635,2518,20,498,27,14,111,27,328,2,17
