"PLAYER","REASON","missed_games","salary_dollars_claimed","injuries_prior","played_games_prior","games_prior","total_miles_prior","total_minutes_prior","PERCENTAGE_MIN_prior","AVG_TRAVEL_MILES_prior","FGM_prior_sum","FGA_prior_sum","FG3M_prior_sum","FG3A_prior_sum","FTM_prior_sum","FTA_prior_sum","PF_prior_sum","PTS_prior_sum","STL_prior_sum","BLK_prior_sum","TO_prior_sum","OREB_prior_sum","DREB_prior_sum","AST_prior_sum","BLKA_prior_sum","PFD_prior_sum","POSS_prior_sum","SCREEN_ASSISTS_prior_sum","DEFLECTIONS_prior_sum","CHARGES_DRAWN_prior_sum","CONTESTED_SHOTS_2PT_prior_sum","CONTESTED_SHOTS_3PT_prior_sum","OFF_BOXOUTS_prior_sum","DEF_BOXOUTS_prior_sum","OFF_LOOSE_BALLS_RECOVERED_prior_sum","DEF_LOOSE_BALLS_RECOVERED_prior_sum","D_FGM_prior_sum","D_FGA_prior_sum","DRIVES_prior_sum","DIST_MILES_OFF_prior_sum","DIST_MILES_DEF_prior_sum","TOUCHES_prior_sum","PASSES_MADE_prior_sum","PASSES_RECEIVED_prior_sum","SECONDARY_AST_prior_sum","POTENTIAL_AST_prior_sum","FT_AST_prior_sum","OREB_CONTEST_prior_sum","OREB_CHANCES_prior_sum","DREB_CONTEST_prior_sum","DREB_CHANCES_prior_sum"
"Khris Middleton","Left Ankle Sprain",0,0,1,5,26,3347.69921268321,119.333333333333,0.497222222222223,669.539842536642,18,52,7,26,12,14,11,55,3,1,4,1,11,23,2,11,252,1,4,0,8,10,0,2,1,1,27,53,24,4.5,4,215,145,162,2,30,1,0,7,0,25
"Khris Middleton","Left Wrist Ligament Surgery",20,9264457.5609756,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Khris Middleton","Right Knee Injury Management",7,3242560.14634146,3,16,55,8287.62954524094,339.5,0.442057291666667,637.509965018534,76,181,23,79,40,43,33,215,11,3,33,6,48,63,7,35,752,1,16,1,29,27,0,3,5,3,60,139,101,13.3,11.4,691,431,515,4,102,5,4,28,6,86
"Khris Middleton","Right Knee Soreness",21,9727680.43902438,2,7,28,4913.17267130792,170.583333333333,0.507688492063492,701.881810186845,25,77,11,41,17,19,18,78,4,1,11,1,17,31,3,13,369,1,6,0,12,15,0,2,3,3,36,72,31,6.5,5.7,315,206,236,2,43,1,0,8,2,34
"Killian Hayes","Left Calf Soreness",0,0,0,20,20,7399.15396201691,447.066666666667,0.465694444444445,569.165689385916,47,149,15,49,14,17,54,123,18,9,32,8,40,80,9,22,939,4,60,1,38,34,0,9,5,7,105,204,137,17.7,15.8,883,675,696,5,148,8,3,16,10,72
"Killian Hayes","Left Hand Contusion",2,144142.222222222,3,59,63,26234.2779825476,1581.08333333333,0.558292137476459,624.625666251133,223,594,68,222,50,63,172,564,79,21,117,19,142,345,23,85,3314,8,165,7,157,117,0,16,11,23,345,681,472,62.6,53.2,3482,2629,2824,13,574,25,5,51,25,250
"Killian Hayes","Left Knee Contusion",0,0,1,33,33,13414.5988450741,823.65,0.519981060606061,638.790421194007,114,306,34,108,23,29,104,285,35,13,56,16,78,174,13,43,1716,6,95,4,70,61,0,11,7,11,176,348,242,32.7,28.2,1779,1352,1418,9,309,13,5,32,16,135
"Killian Hayes","Left Shoulder Contusion",1,72071.1111111111,2,44,47,19269.7808469672,1171.98333333333,0.554916351010101,664.475201619559,176,444,53,158,34,42,124,439,55,16,84,17,108,252,18,62,2452,7,125,7,112,88,0,13,7,19,257,500,347,46.4,39.7,2577,1956,2079,11,434,18,5,42,20,184
"Klay Thompson","Left Knee Soreness",0,0,2,23,29,18779.0253918541,706,0.639492753623188,1104.64855246201,155,383,88,229,32,37,43,430,15,11,36,13,66,56,11,26,1552,7,32,0,47,35,0,2,2,4,92,204,106,28.5,24.8,975,519,799,14,86,7,2,28,12,104
"Klay Thompson","Low Back Soreness",1,501235.555555556,5,66,78,40502.2976123018,2200.08333333333,0.694470749158249,964.340419340519,521,1209,288,709,114,130,124,1444,49,27,117,39,237,156,32,90,4761,23,96,0,159,108,4,7,7,17,309,651,380,89.5,73.8,3165,1704,2589,42,282,14,14,98,41,391
"Klay Thompson","Right Achilles Injury Management",10,5012355.55555556,0,5,5,1303.56383572872,117.833333333333,0.490972222222222,651.781917864359,22,64,13,42,6,7,8,63,1,1,8,1,11,12,1,5,271,0,4,0,5,6,0,0,0,0,14,36,13,4.6,4.3,157,80,135,3,13,0,0,1,2,15
"Klay Thompson","Right Achilles Management",1,501235.555555556,1,6,6,3600.3782333415,149.65,0.519618055555556,1200.1260777805,27,78,14,49,6,7,9,74,1,1,8,1,15,15,2,6,338,0,5,0,9,6,0,0,0,0,19,47,19,5.9,5.4,196,102,166,3,18,1,0,1,2,22
"Klay Thompson","Right Achilles Tendon Injury Management",1,501235.555555556,3,39,50,28293.5221188418,1283.75,0.685763888888889,1088.21238918622,295,716,160,410,72,80,82,822,26,16,66,29,129,91,20,53,2810,15,55,0,96,58,2,4,3,10,177,383,205,52.2,44.2,1849,995,1520,25,160,11,9,59,23,207
"Klay Thompson","Right Knee Soreness",0,0,4,54,66,32952.0383238622,1778.56666666667,0.686175411522634,969.177597760652,428,997,235,580,102,114,103,1193,38,19,96,36,186,133,28,77,3864,19,79,0,126,86,4,4,6,14,246,525,314,72.6,60.1,2596,1394,2142,34,237,14,12,84,30,306
"Kristaps Porzingis","Back Low back tightness",0,0,3,27,29,8803.81258715849,877.45,0.67704475308642,463.358557218868,203,422,51,148,152,189,84,609,23,42,59,54,185,70,17,170,1816,76,31,0,256,74,4,27,7,9,211,477,83,32.6,28,1628,1052,1099,12,128,3,38,117,57,289
"Kristaps Porzingis","Left Ankle Sprain",0,0,1,24,25,8145.4049467611,781.366666666667,0.678269675925926,479.141467456535,177,378,48,141,128,162,78,530,21,37,47,52,160,62,16,147,1618,72,31,0,237,64,4,23,6,9,191,428,68,29,25,1443,937,977,11,110,3,36,112,50,254
"Kristaps Porzingis","Left Groin Strain",1,412602.43902439,0,11,11,3906.76814504689,339.05,0.642140151515151,390.676814504689,73,153,19,57,46,56,39,211,7,14,20,25,65,27,5,53,683,36,14,0,109,28,1,12,2,4,80,181,25,12.1,10.7,595,390,393,3,47,1,19,48,26,108
"Kristaps Porzingis","Left Knee Soreness",2,825204.87804878,6,51,59,24284.4609303242,1662.6,0.679166666666667,674.568359175673,377,774,105,279,303,358,156,1162,44,78,112,96,341,130,40,323,3446,147,58,0,434,135,8,49,12,13,392,898,163,62.7,52.4,3059,1995,2074,25,230,10,67,209,117,532
"Kristaps Porzingis","Low Back Tightness",1,412602.43902439,2,27,28,8803.81258715849,877.45,0.67704475308642,463.358557218868,203,422,51,148,152,189,84,609,23,42,59,54,185,70,17,170,1816,76,31,0,256,74,4,27,7,9,211,477,83,32.6,28,1628,1052,1099,12,128,3,38,117,57,289
"Kristaps Porzingis","Right Rib Contusion",1,412602.43902439,4,37,41,16250.7300804749,1211.43333333333,0.682113363363363,625.028080018264,271,569,66,197,205,253,107,813,37,56,82,75,258,88,25,227,2518,107,46,0,319,102,6,35,8,11,287,659,117,45.4,38.7,2205,1420,1487,17,164,6,53,159,86,396
"Kristaps Porzingis","Sprained Left Ankle",3,1237807.31707317,5,41,46,16661.7135395789,1338.48333333333,0.68012364498645,595.061197842105,295,630,78,224,237,287,122,905,38,61,90,82,277,97,30,256,2777,118,50,0,345,109,7,41,10,12,310,721,135,50.2,42.6,2444,1575,1654,19,180,6,59,174,92,436
"Kyle Anderson","Back Spasms",12,1300813.03703704,0,2,2,0,22.8833333333333,0.238368055555556,NA,0,2,0,1,2,2,0,2,1,1,2,2,4,1,0,1,51,0,1,0,1,7,0,2,1,1,3,13,2,0.9,0.8,31,27,17,0,7,0,0,2,1,7
"Kyle Kuzma","Left Ankle Sprain",4,634146.341463416,2,51,52,21907.9704423704,1780.6,0.727369281045752,592.107309253253,411,907,126,380,136,190,121,1084,25,24,149,48,338,204,41,137,3748,25,52,3,162,105,3,15,15,16,276,626,473,72.6,58.4,3119,1901,2124,31,349,14,23,128,71,467
"Kyle Kuzma","Left Shoulder Soreness",0,0,0,10,10,3386.44827536634,321.083333333333,0.668923611111111,376.27203059626,60,135,20,60,29,37,32,169,2,7,18,8,67,22,8,24,661,1,8,0,41,24,1,4,3,1,52,114,48,13.2,10.8,545,363,338,4,49,3,3,29,15,96
"Kyle Kuzma","Low Back Pain",1,158536.585365854,1,19,19,5161.8957407952,657.283333333334,0.720705409356725,430.1579783996,145,316,42,140,53,72,47,385,7,8,50,18,135,63,15,52,1373,8,19,0,64,40,2,5,8,7,99,223,133,26.8,22.1,1169,748,778,8,119,4,8,56,36,193
"Kyle Kuzma","Right Ankle Sprain",11,1743902.43902439,4,64,71,28052.715674772,2238.85,0.728792317708333,584.43157655775,512,1142,160,481,173,237,145,1357,36,29,190,55,408,239,59,176,4681,27,66,5,206,124,4,20,17,19,347,783,604,91,72.5,3795,2259,2600,37,408,17,27,159,85,568
"Kyle Kuzma","Right Knee Soreness",2,317073.170731708,3,58,63,26530.3118624905,2043.38333333333,0.733973898467433,616.983996802104,467,1051,148,444,158,217,136,1240,29,27,173,53,372,220,51,160,4277,27,56,4,192,115,4,19,16,18,316,720,547,83,66.4,3505,2089,2397,34,381,14,26,143,77,524
"Kyle Lowry","Left Ankle Discomfort",0,0,0,24,24,14632.6230194747,873.8,0.758506944444445,1045.18735853391,106,264,57,162,82,96,70,351,25,15,62,20,98,145,15,87,1788,12,45,4,46,54,2,19,4,12,149,302,235,31.8,25.4,2054,1645,1611,16,336,21,7,63,11,212
"Kyle Lowry","Left Knee Discomfort",4,1382113.85365854,2,36,41,22237.1283628627,1258.8,0.728472222222222,1010.7785619483,149,374,79,235,94,109,105,471,40,17,75,28,132,202,20,109,2561,19,70,9,67,72,3,23,5,19,207,417,295,45.8,36.8,2848,2287,2206,19,440,24,9,93,22,288
"Kyle Lowry","Left Knee Soreness",20,6910569.26829268,1,28,30,17220.735142149,1009.75,0.751302083333333,1012.98442012641,119,297,67,190,88,103,80,393,32,15,68,21,111,166,15,98,2061,16,60,5,55,58,2,22,4,14,167,337,249,36.7,29.5,2352,1891,1835,17,372,23,8,75,16,238
"Kyrie Irving","Back Low Back Tightness",0,0,4,44,58,19401.3719446702,1631.46666666667,0.772474747474748,692.90614088108,438,894,145,383,176,197,121,1197,46,36,101,44,179,239,39,159,3346,20,93,4,122,77,2,9,22,23,270,592,493,61.1,52.8,3352,2152,2651,48,425,26,20,109,33,292
"Kyrie Irving","Left Adductor Tightness",1,486463.2125,0,19,27,6197.49762671092,700.25,0.767817982456141,774.687203338865,180,373,50,152,71,78,52,481,16,20,46,16,74,86,15,67,1447,9,43,0,52,35,2,5,5,12,110,252,192,26.1,23.3,1430,925,1130,21,156,11,8,43,19,119
"Kyrie Irving","Low Back Tightness",1,486463.2125,3,44,57,19401.3719446702,1631.46666666667,0.772474747474748,692.90614088108,438,894,145,383,176,197,121,1197,46,36,101,44,179,239,39,159,3346,20,93,4,122,77,2,9,22,23,270,592,493,61.1,52.8,3352,2152,2651,48,425,26,20,109,33,292
"Kyrie Irving","Right Calf Soreness",2,972926.425,2,32,42,12275.5944732289,1172.65,0.763444010416667,646.083919643629,306,638,98,275,110,122,84,820,25,27,72,30,125,154,29,103,2410,14,64,2,85,55,2,8,15,18,192,430,308,43.5,39.1,2353,1507,1847,32,272,18,12,74,30,209
"Kyrie Irving","Right Calf Tightness",1,486463.2125,1,22,31,7246.06619798624,806.033333333333,0.763289141414142,658.733290726022,213,435,61,181,88,96,60,575,18,22,52,18,87,99,16,80,1658,10,45,1,61,40,2,7,6,15,131,286,219,29.8,27,1631,1044,1285,25,178,13,8,47,22,140
"Kyrie Irving","Right Foot Injury Recovery",2,972926.425,6,59,77,26881.0521202148,2197.2,0.775847457627119,726.514922167966,582,1180,182,486,246,272,162,1592,64,45,125,59,241,323,55,215,4510,29,125,5,164,103,3,12,31,29,355,777,681,82.4,70.8,4461,2893,3502,59,582,34,27,142,41,386
"Kyrie Irving","Right Foot Soreness",4,1945852.85,5,51,65,20507.1482423828,1894.4,0.773856209150327,683.571608079425,506,1030,166,435,209,233,143,1387,54,37,115,51,209,284,48,189,3900,22,112,4,133,89,3,12,26,27,320,687,586,71.2,61.2,3886,2509,3068,56,507,29,23,124,40,337
"LaMelo Ball","Ankle, Wrist Soreness",1,105169.756097561,3,22,47,10241.1936630969,751.75,0.71188446969697,731.513833078352,183,447,88,238,63,72,77,517,25,7,66,23,91,181,18,68,1608,2,55,0,27,36,0,3,7,11,153,293,336,32.8,26.7,1968,1368,1655,25,296,16,16,56,12,147
"LaMelo Ball","Bilateral Ankle, Wrist Soreness",1,105169.756097561,2,22,46,10241.1936630969,751.75,0.71188446969697,731.513833078352,183,447,88,238,63,72,77,517,25,7,66,23,91,181,18,68,1608,2,55,0,27,36,0,3,7,11,153,293,336,32.8,26.7,1968,1368,1655,25,296,16,16,56,12,147
"LaMelo Ball","Left Ankle Sprain",11,1156867.31707317,0,0,13,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LaMelo Ball","Left Ankle, Right Wrist Soreness",1,105169.756097561,4,22,48,10241.1936630969,751.75,0.71188446969697,731.513833078352,183,447,88,238,63,72,77,517,25,7,66,23,91,181,18,68,1608,2,55,0,27,36,0,3,7,11,153,293,336,32.8,26.7,1968,1368,1655,25,296,16,16,56,12,147
"LaMelo Ball","Right Ankle Fracture",19,1998225.36585366,5,36,63,16831.9287741222,1267.75,0.73365162037037,701.330365588425,296,721,144,383,102,121,118,838,46,11,129,42,189,304,27,110,2748,4,89,0,53,62,0,4,11,21,231,473,528,54.6,45.3,3247,2258,2685,34,514,43,25,95,29,285
"LaMelo Ball","Right Shoulder Strain",0,0,1,10,34,4548.9883234667,338.883333333333,0.706006944444444,649.855474780957,88,203,43,112,18,23,35,237,12,2,32,8,42,79,5,27,732,1,19,0,13,18,0,2,3,3,71,136,129,14.9,12.1,899,620,749,13,139,5,6,18,2,65
"Lamar Stevens","Right Knee Soreness",7,152174.963414634,0,17,30,7253.17068556809,404.216666666667,0.495363562091503,659.379153233463,45,102,11,33,17,21,25,118,8,7,9,10,60,9,12,14,796,8,17,0,45,45,0,7,2,3,71,158,32,15,14.5,432,305,205,2,21,1,6,31,10,92
"Landry Shamet","Concussion Protocol",0,0,2,9,18,4250.1496476976,146.45,0.33900462962963,1062.5374119244,20,50,12,33,11,13,12,63,5,1,8,2,4,11,3,13,309,0,13,0,18,8,0,0,0,1,22,50,19,6.7,5.3,238,169,182,3,24,0,1,5,0,12
"Landry Shamet","Concussion-like Symptoms",7,810975.609756095,1,9,11,4250.1496476976,146.45,0.33900462962963,1062.5374119244,20,50,12,33,11,13,12,63,5,1,8,2,4,11,3,13,309,0,13,0,18,8,0,0,0,1,22,50,19,6.7,5.3,238,169,182,3,24,0,1,5,0,12
"Landry Shamet","Left Hip Strain",2,231707.31707317,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Landry Shamet","Right Achilles Soreness",3,347560.975609755,3,25,34,11453.8038348887,488.416666666667,0.407013888888889,818.128845349193,76,189,52,134,31,34,36,235,16,5,22,8,25,50,10,35,1038,1,40,1,51,43,0,5,1,3,78,182,59,22.3,17.4,872,626,689,6,102,6,3,20,6,47
"Landry Shamet","Right Foot Soreness",27,3128048.78048779,5,30,45,14646.4526095491,642.483333333333,0.446168981481482,813.691811641616,92,242,61,162,41,45,46,286,18,5,29,8,43,67,11,44,1341,3,53,1,62,55,0,7,1,4,118,251,91,29.1,22.7,1150,834,914,7,136,7,3,23,11,76
"Landry Shamet","Right Hip Soreness",3,347560.975609755,4,29,41,13945.1878568298,616.583333333333,0.442947796934866,820.305168048814,90,233,60,156,37,41,44,277,18,5,28,8,39,61,11,41,1287,3,51,1,58,54,0,7,1,3,106,235,85,27.8,21.8,1093,790,866,6,127,7,3,22,10,69
"Larry Nance Jr.","Left Knee Hyperextension",17,2005321.4518,0,10,10,6544.9319443,227.63333332,0.474236111083333,818.1164930375,42,63,2,5,4,7,22,90,10,6,10,14,39,26,3,11,491,25,25,1,35,13,1,19,4,1,43,79,5,8.9,7.9,351,269,218,2,27,1,7,39,17,65
"Lauri Markkanen","Back Soreness",1,200920.170731707,4,63,70,37045.7019061013,2168.81666666667,0.717201278659612,823.237820135585,543,1078,193,480,324,372,131,1603,40,38,120,124,416,116,62,279,4553,65,82,0,329,134,3,35,20,5,386,841,352,87.6,70.9,3229,1802,1904,17,220,4,76,271,112,596
"Lauri Markkanen","Left Hand Contusion",8,1607361.36585366,5,64,72,37045.7019061013,2202.11666666667,0.716834852430555,823.237820135585,557,1101,197,492,332,381,133,1643,40,38,124,125,427,119,64,283,4628,67,83,0,333,138,3,35,20,5,391,853,358,89,72,3286,1829,1944,17,225,5,77,273,114,609
"Lauri Markkanen","Left Hip Contusion",2,401840.341463414,1,42,45,25671.2630420602,1436.88333333333,0.712739748677249,802.226970064381,349,671,123,297,213,245,87,1034,26,25,79,77,284,78,35,186,3017,34,57,0,245,80,2,32,13,2,263,575,195,58.1,46.9,2084,1184,1225,11,139,3,48,174,76,412
"Lauri Markkanen","Low Back Soreness",1,200920.170731707,3,58,64,32688.3239994848,1988.4,0.714224137931034,817.20809998712,493,965,174,429,300,343,120,1460,35,35,113,110,388,105,48,258,4169,56,72,0,313,118,3,35,19,5,361,780,309,80.5,64.9,2962,1673,1729,16,194,3,69,245,105,553
"Lauri Markkanen","Right Knee Contusion",0,0,0,22,22,14576.4340674229,738.366666666667,0.699210858585859,809.801892634607,176,338,49,134,77,94,46,478,11,17,47,51,134,50,18,81,1536,14,26,0,156,40,1,16,6,0,149,323,92,29.9,24.2,1069,621,638,6,76,2,32,94,36,201
"Lauri Markkanen","Right Knee Soreness",1,200920.170731707,2,54,59,30576.4145098569,1851.15,0.714178240740741,804.642487101498,454,885,164,397,270,308,112,1342,34,34,98,97,367,98,44,234,3872,49,68,0,304,111,2,35,18,5,344,741,279,74.8,60.4,2736,1562,1585,15,177,3,61,225,100,520
"LeBron James","Left Adductor Strain",5,2711889.51219512,1,10,11,4326.07778892231,357.083333333333,0.743923611111111,721.012964820385,100,219,17,71,32,48,20,249,11,7,34,18,70,69,11,49,781,3,24,0,29,26,4,4,2,5,52,109,76,13.1,10.9,817,504,648,7,134,8,7,41,21,103
"LeBron James","Left Ankle Soreness",7,3796645.31707317,2,15,21,8126.0308670761,531.683333333334,0.738449074074074,902.892318564011,151,324,37,111,50,70,29,389,18,10,50,22,107,99,14,68,1152,6,32,0,43,36,4,6,2,8,86,171,120,19.5,16.2,1207,749,945,9,185,16,10,51,28,151
"LeBron James","Left Foot Soreness",1,542377.902439024,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LeBron James","Right Foot Soreness",13,7050912.73170731,3,47,61,26607.4783192468,1695.18333333333,0.751411052009456,831.483697476464,532,1061,100,325,224,295,79,1388,44,26,147,57,339,326,43,247,3642,32,84,7,109,75,6,22,12,14,245,523,464,60.9,51.3,3739,2264,3019,36,600,41,33,142,77,481
"Leandro Bolmaro","Concussion Protocol",2,41690.243902439,0,3,20,951.682751971862,21.2666666666667,0.147685185185185,475.841375985931,2,7,0,2,0,0,4,4,2,1,2,1,0,2,0,3,47,0,2,0,1,1,0,0,2,0,2,7,11,1,0.9,36,25,26,0,7,0,1,2,0,4
"Leandro Bolmaro","Concussion protocol",4,83380.487804878,1,3,22,951.682751971862,21.2666666666667,0.147685185185185,475.841375985931,2,7,0,2,0,0,4,4,2,1,2,1,0,2,0,3,47,0,2,0,1,1,0,0,2,0,2,7,11,1,0.9,36,25,26,0,7,0,1,2,0,4
"Lonnie Walker IV","Left Foot Soreness",1,79012.19512,0,17,19,6159.8304136,535.61666667,0.656392973860294,769.9788017,106,222,33,91,38,45,31,283,16,7,20,7,33,32,6,29,1167,4,21,0,55,59,0,2,3,4,98,206,98,20.1,18.7,586,311,486,7,62,2,2,10,4,45
"Lonnie Walker IV","Left Knee Soreness",11,869134.14632,2,32,37,15556.8867403,953.05,0.620475260416667,740.804130490476,170,374,66,172,63,72,53,469,24,11,31,11,64,45,13,49,2063,4,29,0,87,103,0,5,5,6,181,372,155,35.3,33.1,1011,555,805,12,94,5,4,24,8,97
"Lonnie Walker IV","Left Knee Tendinitis",10,790121.9512,3,32,48,15556.8867403,953.05,0.620475260416667,740.804130490476,170,374,66,172,63,72,53,469,24,11,31,11,64,45,13,49,2063,4,29,0,87,103,0,5,5,6,181,372,155,35.3,33.1,1011,555,805,12,94,5,4,24,8,97
"Lonnie Walker IV","Tailbone Contusion",2,158024.39024,1,32,35,15556.8867403,953.05,0.620475260416667,740.804130490476,170,374,66,172,63,72,53,469,24,11,31,11,64,45,13,49,2063,4,29,0,87,103,0,5,5,6,181,372,155,35.3,33.1,1011,555,805,12,94,5,4,24,8,97
"Lonzo Ball","Left Knee Surgery",81,19534884,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Luguentz Dort","Left Knee Contusion",1,186314.365853659,0,24,24,10175.991472452,734.416666666667,0.637514467592593,565.332859580666,119,294,41,128,61,79,79,340,28,9,35,38,73,56,17,93,1596,3,55,4,60,74,2,11,11,16,153,317,260,28.8,26.7,916,528,692,10,109,6,23,79,18,126
"Luguentz Dort","Right Hamstring Strain",6,1117886.19512195,1,47,48,23699.3703589737,1425.68333333333,0.6319518321513,718.162738150718,226,556,90,252,119,157,153,661,49,12,67,66,133,107,31,175,3067,7,78,4,93,129,3,18,18,25,281,599,480,55.9,51.7,1745,1001,1348,20,201,7,39,157,37,241
"Luguentz Dort","Right Shoulder Strain",1,186314.365853659,2,73,80,39788.625838121,2253.31666666667,0.643069824961948,795.77251676242,338,866,135,406,197,255,242,1008,75,23,90,122,214,154,53,269,4828,15,116,6,167,211,8,22,24,35,411,908,689,88.5,80.8,2720,1577,2074,26,294,11,71,284,55,375
"Luka Doncic","Left Ankle Soreness",2,904792.68292683,1,33,36,17825.2636807132,1217.35,0.76852904040404,848.822080033962,376,742,96,268,263,355,95,1111,55,20,122,33,257,293,27,247,2457,2,109,2,100,70,1,11,16,15,236,458,684,45.6,34.5,3040,1847,2276,39,550,26,18,98,60,398
"Luka Doncic","Left Ankle Sprain",1,452396.341463415,2,45,50,23013.1428316487,1654.66666666667,0.766049382716049,821.897958273168,500,1007,123,350,362,497,126,1485,67,24,163,42,358,378,34,342,3334,5,145,2,125,98,1,12,22,17,324,648,932,61.9,46.6,4100,2480,3059,58,712,33,22,140,83,536
"Luka Doncic","Left Thigh Injury Recovery",1,452396.341463415,5,64,79,31203.7960082838,2339.18333333333,0.761452907986111,800.097333545739,706,1419,182,525,502,677,162,2096,89,33,235,53,501,520,44,470,4767,6,187,4,170,155,1,24,30,26,444,924,1273,86.8,65.9,5800,3541,4324,92,969,49,28,189,115,730
"Luka Doncic","Left Thigh Strain",5,2261981.70731708,4,57,67,27218.6785471063,2067.5,0.755665204678363,824.808440821403,629,1257,158,453,463,629,148,1879,83,28,209,48,443,458,40,431,4206,5,172,4,147,134,1,19,25,24,394,811,1146,77.2,57.9,5154,3139,3845,75,858,41,26,164,104,650
"Luka Doncic","Right Heel Contusion",4,1809585.36585366,3,47,53,24012.1038939688,1713.71666666667,0.759626182033097,828.003582550647,529,1050,130,368,381,523,130,1569,71,24,171,42,374,387,35,362,3457,5,150,3,127,100,1,13,22,19,331,665,969,64,48.3,4255,2567,3173,59,730,36,22,141,88,555
"Luka Doncic","Right Quadricep Strain",2,904792.68292683,0,24,25,15105.4664216475,883.783333333334,0.767173032407408,888.556848332208,272,543,68,198,177,249,68,789,42,16,85,20,183,211,25,179,1785,1,85,1,80,50,1,6,14,14,174,334,502,33.3,25.1,2226,1347,1681,24,402,18,12,63,45,290
"Luke Kennard","Chest Discomfort",1,159830.872093023,0,9,9,4644.29441376265,205.7,0.476157407407408,774.049068960442,28,56,14,30,2,2,14,72,3,0,11,4,29,5,5,6,416,3,9,0,21,7,1,3,1,3,32,59,27,8.4,7.1,249,174,167,5,19,0,1,9,4,47
"Luke Kennard","Right Ankle Soreness",2,319661.744186046,4,58,83,36552.7347044297,1282.88333333333,0.460805795019157,913.818367610743,181,373,128,262,37,39,80,527,32,5,46,15,139,86,12,36,2683,23,52,1,110,80,1,19,8,14,211,451,136,51.6,44.1,1573,1112,1082,15,154,10,4,31,18,230
"Luke Kennard","Right Calf Injury Management",3,479492.616279069,2,15,25,8362.66899677833,318,0.441666666666667,929.185444086481,44,85,25,51,4,4,20,117,8,0,15,4,39,10,6,9,650,4,17,0,31,11,1,5,2,3,51,96,31,12.9,10.8,380,266,253,6,31,3,1,9,7,63
"Luke Kennard","Right Calf Soreness",10,1598308.72093023,3,19,30,11790.1061006523,414.933333333333,0.454970760233918,982.508841721026,60,116,35,74,7,7,27,162,11,2,19,4,45,18,6,12,851,9,20,0,42,15,1,10,2,4,67,124,36,16.8,14,503,351,340,6,44,3,1,9,8,70
"Luke Kennard","Right Calf Strain",9,1438477.84883721,1,14,15,6244.77407572465,297.966666666667,0.443402777777778,780.596759465581,41,80,23,48,3,3,20,108,8,0,15,4,37,8,6,7,605,4,13,0,26,11,1,5,1,3,49,88,30,12.1,10.1,354,247,234,6,27,2,1,9,6,60
"Luke Kornet","Left Ankle Sprain",6,156093.512195122,0,46,53,22322.9359024781,540.75,0.244904891304348,797.247710802788,76,110,3,9,24,29,61,179,9,35,19,60,77,33,4,25,1151,77,15,0,211,44,10,37,3,2,177,376,2,21.5,18.4,586,446,315,8,56,1,45,104,34,137
"Malaki Branham","Left Ankle Sprain",0,0,0,4,16,804.992085914229,78.2333333333334,0.407465277777778,804.992085914229,8,28,3,15,5,6,3,24,1,0,3,2,7,8,1,4,165,0,1,0,6,4,0,0,0,0,12,23,10,3.5,2.7,113,78,88,1,20,1,0,3,1,15
"Malaki Branham","Low Back Contusion",1,37032.9113924051,1,47,61,18826.1743722375,1054.86666666667,0.467582742316785,724.083629701441,174,392,53,172,36,46,78,437,25,7,52,20,85,92,21,39,2276,4,35,0,72,61,1,1,8,9,191,361,202,45.6,37.8,1643,1127,1268,9,180,7,6,39,10,158
"Malaki Branham","Low Back Tightness",0,0,3,57,73,22341.4990476546,1315.26666666667,0.4807261208577,698.171845239206,213,491,63,211,42,52,98,531,29,7,69,27,125,112,30,48,2849,5,42,0,87,69,1,2,10,10,231,442,257,57.2,47,2004,1360,1512,10,216,9,7,58,12,214
"Malaki Branham","Right Shoulder Impingement",1,37032.9113924051,2,51,66,20289.0444442892,1140.11666666667,0.465733932461874,699.622222216868,185,420,54,180,38,48,85,462,28,7,58,21,103,102,25,42,2465,4,36,0,79,65,1,2,9,10,204,394,221,49.4,40.9,1780,1228,1363,9,198,8,6,43,12,180
"Malcolm Brogdon","Left Low Back Pain",1,275609.756097561,4,61,73,31629.214944004,1573.4,0.537363387978142,753.076546285808,312,647,121,268,142,162,99,887,39,16,91,37,220,219,48,150,3275,8,70,0,130,100,3,18,15,23,257,517,669,62.2,49.6,3226,2300,2451,50,448,24,17,111,51,356
